Book_title,price,shipping_price,book_quantity,case_book_type,book_condition,Author,book_language,published_by,published_year,seller_name,seller_location,seller_rate
"Play, Exploration and Learning: A Natural History of the Pre-school (Routledge Education Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hutt, S. John",Language: English,"Routledge,",1993,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Looking at Inclusion: Listening to the Voices of Young People (Lucky Duck Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Macconville, Ruth M",Language: English,"SAGE Publications Ltd,",2007,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"A Very Short, Fairly Interesting and Reasonably Cheap Book about Management (Very Short, Fairly Interesting & Cheap Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 9 available,Used - Softcover,Condition: Good,"Cunliffe, Ann L",Language: English,"SAGE Publications Ltd,",2014,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Leading and Supporting Early Years Teams: A practical guide (David Fulton Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Price, Deborah",Language: English,"Routledge,",2014,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Art Deco Designs (Design Source Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hill, Elaine",Language: English,"Search Press,",2003,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Chinese Designs (Design Source Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hill, Elaine",Language: English,"Search Press,",2003,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Decorative Initials (Design Source Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Balchin, Judy",Language: English,"Search Press,",2002,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Victorian Designs (Design Source Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Hill, Elaine",Language: English,"Search Press,",2002,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Up the Organization (Coronet Books,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,Robert Townsend,Language: English,"CORONET BOOKS,",1977,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
What's in the Picture?: Responding to Illustrations in Picture Books,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 3 available,Used - Softcover,Condition: Good,,Language: English,"SAGE Publications Ltd,",1998,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"Circle Time for the Very Young: For Nursery, Reception and Key Stage 1 Children (Lucky Duck Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 3 available,Used - Softcover,Condition: Good,"Collins, Margaret",Language: English,"Paul Chapman Educational Publishing,",2001,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Improve Your Teaching (Management Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Rathbone, Mike",Language: English,"Scholastic Ltd,",1988,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Up & Away: Using Picture Books,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Wendy Michaels,Language: English,"Oxford University Press,",1990,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Young Readers and Their Books,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Phinn, Gervase",Language: English,"David Fulton Publishers,",2000,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
The Piccolo Book of Prayers (Piccolo Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Meryl Doney,Language: English,"Pan Books,",1981,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"A Very Short, Fairly Interesting and Reasonably Cheap Book About Studying Organizations (Very Short, Fairly Interesting & Cheap Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 4 available,Used - Softcover,Condition: Good,"Grey, Chris",Language: English,"SAGE Publications Ltd,",2012,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Barnaby/Brittany Little Book: Barnaby Plays Boules (Barnaby Bear Little Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Liz Lewis,Language: English,Geographical Association,,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Barnaby/Badger Little Books: Saving the Badgers,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Lewis, Liz",Language: English,"The Geographical Association,",2002,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Barnaby's Trip to Dublin (Barnaby Bear Little Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Liz Lewis,Language: English,"Geographical Association,",2001,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Barnaby/Dublin Little Book: Barnaby Goes by Bus (Barnaby Bear Little Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Liz Lewis,Language: English,"The Geographical Association,",2001,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Polly and the Wolf Again (Young Puffin Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Storr, Catherine.",Language: English,"Puffin,",1970,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"Responsive Web Design (Brief Books for People Who Make Websites, No. 4)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,Ethan Marcotte,Language: English,A Book Apart,,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"MCQs in Gastroenterology, Endocrinology and Renal Medicine (MRCP Part 1 Pocket Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Stephen L. Grainger,Language: English,PasTest,,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Thomas: Henry and the Ghost Train / Percy and the Kite / Thomas and the Tiger (Mini Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,christopher-awdry,Language: English,"Mammoth,",1999,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Uncharted Journey: Promoting Democracy in the Middle East (Global Policy Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Carothers, Thomas",Language: English,"Carnegie Endowment for Int'l Peace,",2005,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
The Problem of Assessment in Art and Design (Volume 4) (Intellect Books - Readings in Art and Design Education),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 10 available,Used - Hardcover,Condition: Good,"Rayment, Trevor",Language: English,"Intellect Ltd,",2007,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
The Problem of Assessment in Art and Design (Volume 4) (Intellect Books - Readings in Art and Design Education),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 10 available,Used - Hardcover,Condition: Good,"Rayment, Trevor",Language: English,"Intellect Ltd,",2007,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Thï¿½rï¿½se Raquin (Nick Hern Books Drama Classics),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Zola, Emile",Language: English,"Nick Hern Books,",2007,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Supporting Language and Literacy 0-5 (David Fulton Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Clipson-Boyles, Suzi",Language: English,"Routledge,",2010,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
E-books in Libraries: A Practical Guide,US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Kate Price, Virginia Havergal",Language: English,"Facet Publishing,",2011,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Teddy Bears (A Sense of History - Topic Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 6 available,Used - Softcover,Condition: Good,Sallie Purkis,Language: English,"Longman,",1991,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Oops (Storychair Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Mercer Mayer,Language: English,"Corgi Childrens,",1981,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Developing Circle Time: Taking Circle Time Much Further (Lucky Duck Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Bliss, Teresa",Language: English,"SAGE Publications Ltd,",1995,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"E-book Publishing Success: How Anyone Can Write, Compile and Sell E-Books on the Internet (Chandos Information Professional Series)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Oghjojafor, Kingsley",Language: English,"Chandos Publishing,",2005,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Christmas Poems (Usborne Poetry Books) (Usborne Poetry Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Fair,Sam Taplin,Language: English,"Usborne Publishing Ltd,",2007,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Birds' Nest (Stopwatch Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Barrie Watts,Language: English,"A & C Black (Childrens books),",1986,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Greedy Alice (Young Corgi Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,"Cresswell, Helen",Language: English,"Corgi,",1989,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Overcoming Anger and Irritability: A Self-help Guide Using Cognitive Behavioral Techniques (Overcoming Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,William H. Davies,Language: English,"Robinson Publishing,",2009,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Books (Media Story),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,Tim Merrison,Language: English,"Hodder Wayland,",1990,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Towards the National Curriculum: Discussion and Control in the English Educational System 1965-1988 (Kogan Page Books for Teachers),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 2 available,Used - Softcover,Condition: Good,"Fowler, W. S.",Language: English,"Kogan Page,",1988,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
George's Marvellous Medicine (Puffin Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Fair,"Dahl, Roald",Language: English,"Puffin Books,",1982,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Head Louse (Bug Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Hardcover,Condition: Good,"Macro, Chris",Language: English,"Heinemann Library,",2006,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
The Rough Guide to French Dictionary Phrasebook 2 (Rough Guides Phrase Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Rough Guides,Language: English,"Rough Guides,",1999,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"Your 12-Week Guide to Running: From Your Armchair to a 5 KM Race in 12 Weeks (IMM Lifestyle Books) Getting Fit, Getting Started",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Daniel Ford,Language: English,"IMM Lifestyle Books,",2013,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"Language, Literacy and Learning in Educational Practice (Open University Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,,Language: English,"Multilingual Matters,",1993,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Aliens Stole My Dog (Books for Boys),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Ian Whybrow,Language: English,"Hodder Childrens,",2006,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"A Very Short Fairly Interesting and Reasonably Cheap Book About Studying Organizations (Very Short, Fairly Interesting & Cheap Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Grey, Christopher John",Language: English,"SAGE Publications Ltd,",2009,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"A Very Short, Fairly Interesting and Reasonably Cheap Book about Studying Organizations (Very Short, Fairly Interesting & Cheap Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 4 available,Used - Softcover,Condition: Good,"Grey, Christopher John",Language: English,"SAGE Publications Ltd,",2005,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Understanding women (Pelican books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Eichenbaum, Luise",Language: English,"Viking Penguin,",1985,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
Longman Book Project: Non-fiction 2: Geography Books : Schools Around the World: School in a Valley (Longman Book Project),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,Bobby Neate,Language: English,"SOS Free Stock,",1994,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
The Empty Suit of Armour (Dolphin Books),US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: Good,"Umansky, Kaye",Language: English,"Orion Children's Books,",1999,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
"Which Way, Jack?: All the World's a Stage (Literacy Links Chapter Books)",US$ 1.38,US$ 8.01 shipping Learn more about shipping rates,Quantity: 1 available,Used - Softcover,Condition: As new,Kingscourt,Language: English,"Shortland Publications,",2001,Phatpocket Limited,"Waltham Abbey, HERTS, United Kingdom",(5-star seller)
